Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
607,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,A,Animal welfare and productivity
608,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,B,Emerging Diseases and AMR
609,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,C,"Evolution, Ecology and Behaviour"
610,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,D,Functional and comparative 'omics
611,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,E,Infectious diseases of livestock
612,10006842,The University of Liverpool,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,F,Musculoskeletal
613,10005545,The Royal Agricultural University,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,1,Sustainable and regenerative agriculture
614,10005545,The Royal Agricultural University,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,2,Livestock health and welfare
615,10005545,The Royal Agricultural University,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,3,"Food policy, quality and security"
616,10005545,The Royal Agricultural University,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,4,Sustaining the rural economy and landscape
617,10005545,The Royal Agricultural University,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,5,Equine science
618,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,A,Animal welfare science and ethics
619,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,B,Pedagogy
620,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,C,Integrated Research in Livestock and Food Systems
621,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,D,Pathogen Flow in Ecosystems
622,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,E,Sustainable Food Systems
623,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,F,Food Safety
624,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,G,Antimicrobial Resistance
625,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,H,Host-pathogen Interactions and Vaccinology
626,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,I,Comparative Physiology & Clinical Sciences
627,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,J,Musculoskeletal Biology
628,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,K,Cardiovascular and Renal Biology
629,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,L,"Comparative Genomics, Endocrinology and Reproduction"
630,10007779,The Royal Veterinary College,"Medicine, health and life sciences","Agriculture, Food and Veterinary Sciences",,,,M,Brain Health and Behaviour
631,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Geochemistry
632,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Geophysics
633,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Marine and Terrestrial Environments (MATES)
634,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,D,Palaeobiology
635,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,E,Petrology
636,10007786,University of Bristol,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,F,Volcanology
637,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,E,Centre for Resilience and Environmental Change 
638,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,G,Centre for Geobiology and Geochemistry 
639,10007814,Cardiff University _ Prifysgol Caerdydd,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,N,Centre for Solid Earth and Natural Resources 
640,10007143,University of Durham,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Earth Surface Processes and Hazards
641,10007143,University of Durham,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Physics and Chemistry of Earth and Planetary Processes
642,10007143,University of Durham,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,"Climate, Environment, and Resources"
643,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Animal & Plant Sciences
644,10007772,Edinburgh Napier University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Environmental Microbiology
645,10007794,University of Glasgow,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Earth & Planetary Evolution
646,10007794,University of Glasgow,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Ecosystem and Environment Change
647,10007794,University of Glasgow,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Human-Environment Interactions
648,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Atmospheric Science
649,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Physical Climate Change
650,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Climate Change Mitigation and Adaptation
651,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,D,Ancient Environments
652,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,E,"Environmental Processes, Management and Policy"
653,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,F,Earth Dynamics
654,10007795,The University of Leeds,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,G,Energy Pathways
655,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Evolution and Past Environments
656,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Contemporary Environments
657,10007796,The University of Leicester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Solid Earth
658,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Earth Sciences
659,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Ecology and Marine Biology
660,10006842,The University of Liverpool,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Ocean Sciences
661,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Geography & Environmental Science
662,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Evolutionary Anthropology & Palaeoecology
663,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Behavioural Ecology & Physiology
664,10003957,Liverpool John Moores University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,D,Biodiversity & Conservation
665,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Earth & Env Sciences
666,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,EEE
667,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,MACE
668,10007798,The University of Manchester,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,D,Chemistry
669,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Ecology and Conservation
670,10004180,Manchester Metropolitan University,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Global Environmental Change
671,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,A,Biogeochemical Oceanography
672,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,B,Geochemistry
673,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,C,Geology
674,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,D,Geophysics
675,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,E,"Mineralogy, Mineral Chemistry and Mineral Physics"
676,10007774,University of Oxford,"Physical sciences, engineering and mathematics",Earth Systems and Environmental Sciences,,,,F,Natural Resources
